smaples,seq_mean,seqmax,seqmin,seq_anomaly,target_mean
31,540368.9090909091,574186.0,471433.0,96962.0,8.210037231445312
32,779297.9090909091,901472.0,610506.0,-290966.0,7.138095855712891
33,627205.5454545454,814090.0,455899.0,358191.0,11.208885192871094
34,438258.9090909091,666017.0,63340.0,-189258.0,3.9087867736816406
35,265894.8181818182,354961.0,191319.0,163642.0,5.848148345947266
36,290335.2727272727,396450.0,192677.0,-197800.0,2.332183837890625
37,1125875.9090909092,1234492.0,1072335.0,162157.0,19.331222534179688
38,339442.0,363779.0,308036.0,-1970.0,4.963726043701172
39,1255923.4545454546,1304181.0,1212690.0,91491.0,19.426498413085938
40,164662.36363636365,204081.0,103763.0,100318.0,3.1246109008789062
41,1154601.4545454546,1173726.0,1126396.0,-9211.0,15.869422912597656
42,350978.54545454547,374975.0,330936.0,-6516.0,3.7268638610839844
43,173377.54545454544,270522.0,26624.0,135581.0,4.701572418212891
44,121392.63636363637,146992.0,77024.0,69968.0,3.6426658630371094
45,255403.54545454544,393135.0,158443.0,-224078.0,2.776683807373047
46,456314.0,552288.0,372254.0,-108653.0,6.468570709228516
47,330066.0909090909,460681.0,199490.0,261191.0,7.7745361328125
48,320617.9090909091,515316.0,204350.0,310966.0,9.476299285888672
49,632639.0,659712.0,594211.0,17379.0,9.204853057861328
50,265283.36363636365,338413.0,207360.0,129898.0,6.860225677490234
51,88430.18181818182,102878.0,72832.0,-7126.0,2.5196685791015625
52,72255.54545454546,122143.0,22507.0,99636.0,3.1310958862304688
53,259399.54545454544,280267.0,225252.0,-54279.0,3.0629043579101562
54,334382.7272727273,418889.0,208374.0,210515.0,7.096576690673828
55,227323.36363636365,271558.0,196184.0,68910.0,3.2556304931640625
56,355045.9090909091,500566.0,258770.0,241796.0,7.241336822509766
57,879269.8181818182,1013844.0,769746.0,244098.0,15.6744384765625
58,264764.0,295036.0,244392.0,-49687.0,2.638935089111328
59,779453.5454545454,883367.0,548942.0,301155.0,10.646419525146484
60,215520.81818181818,281825.0,54830.0,-62291.0,1.2737159729003906
61,123450.72727272728,147059.0,77681.0,-63299.0,1.1757240295410156
62,95034.45454545454,120633.0,62091.0,-32418.0,0.5456581115722656
63,1016951.1818181818,1303159.0,755162.0,547997.0,20.483444213867188
64,638497.0,752216.0,497401.0,254815.0,12.105632781982422
65,1095387.5454545454,1151246.0,1043209.0,-79729.0,15.613563537597656
66,870744.7272727273,985048.0,24448.0,85850.0,13.354888916015625
67,544850.4545454546,764355.0,76482.0,356150.0,15.004619598388672
68,747413.9090909091,875197.0,267137.0,-227648.0,2.66943359375
69,1054721.3636363635,1489211.0,493425.0,327415.0,17.533130645751953
70,976218.0,1032842.0,870815.0,151316.0,14.884429931640625
71,534447.1818181818,675074.0,432730.0,-239998.0,6.658668518066406
72,1378522.3636363635,1455629.0,1294424.0,-133319.0,21.808551788330078
73,703793.7272727273,759401.0,642920.0,116481.0,10.030010223388672
74,752764.5454545454,808986.0,608967.0,138736.0,8.864044189453125
75,555680.5454545454,604256.0,295429.0,-281425.0,6.474586486816406
76,1124016.7272727273,1171318.0,1072007.0,-34451.0,14.99246597290039
77,986917.4545454546,1045339.0,927464.0,-20440.0,13.837921142578125
78,625294.3636363636,768479.0,474116.0,-294363.0,6.878620147705078
79,1546958.2727272727,1629127.0,1499536.0,-125952.0,20.170772552490234
80,582909.2727272727,870383.0,380910.0,-489473.0,4.3140716552734375
81,391519.63636363635,471214.0,287957.0,183257.0,8.546222686767578
82,623010.0909090909,657201.0,588480.0,59801.0,8.627044677734375
83,1142421.7272727273,1194154.0,1040009.0,-100423.0,14.659778594970703
84,1234551.3636363635,1297471.0,1086729.0,191151.0,20.23357391357422
85,930006.8181818182,1267559.0,450004.0,-330237.0,20.6597900390625
86,397599.0,469116.0,338607.0,130509.0,7.518016815185547
87,770425.1818181818,815133.0,755719.0,-47388.0,11.136039733886719
88,1056855.0909090908,1109669.0,996859.0,77518.0,15.083866119384766
89,644217.3636363636,712413.0,603065.0,-84674.0,8.283649444580078
90,183160.45454545456,196317.0,169354.0,-11122.0,1.7338600158691406
91,570591.2727272727,684339.0,486660.0,197679.0,10.853843688964844
92,973206.1818181818,1032470.0,943299.0,-40826.0,15.918014526367188
93,1043233.5454545454,1123252.0,416648.0,-30956.0,15.570682525634766
94,691064.9090909091,805135.0,615220.0,189915.0,13.286773681640625
95,457788.36363636365,492497.0,380547.0,34134.0,7.264556884765625
96,791781.1818181818,867845.0,495097.0,59289.0,13.409423828125
97,522004.0909090909,631423.0,120665.0,412068.0,11.643871307373047
98,766834.0909090909,928967.0,586004.0,342963.0,15.094173431396484
99,498434.63636363635,721797.0,11712.0,-160510.0,11.080280303955078
100,338530.0909090909,351120.0,318019.0,6399.0,3.5501785278320312
101,305668.7272727273,329348.0,268602.0,-31868.0,2.7888526916503906
102,1368753.3636363635,1507178.0,1257793.0,249385.0,22.281063079833984
103,422864.9090909091,498798.0,392793.0,96564.0,8.702995300292969
104,355364.2727272727,383605.0,320064.0,34507.0,5.985477447509766
105,134797.72727272726,180829.0,92788.0,88041.0,3.575775146484375
106,77706.36363636363,100146.0,45795.0,-35903.0,0.39697265625
107,570908.6363636364,651022.0,495434.0,-155588.0,5.624412536621094
108,242943.63636363635,276258.0,136104.0,20106.0,3.40130615234375
109,121568.0,177742.0,77832.0,99910.0,4.3720550537109375
110,321634.36363636365,355385.0,244666.0,110719.0,3.8754920959472656
111,517877.36363636365,546015.0,463895.0,-82120.0,9.38375473022461
112,468516.2727272727,496333.0,427589.0,-6686.0,4.363819122314453
113,542692.9090909091,629111.0,70195.0,49445.0,6.352024078369141
114,1430956.4545454546,1468784.0,1354339.0,88049.0,20.793212890625
115,175538.54545454544,230168.0,156466.0,61577.0,2.8312835693359375
116,437986.54545454547,522782.0,348492.0,169113.0,8.837749481201172
117,390491.63636363635,445052.0,299052.0,79034.0,4.086032867431641
118,975676.4545454546,1013002.0,942565.0,10773.0,15.34793472290039
119,367742.2727272727,465216.0,315343.0,-149873.0,5.2084197998046875
120,257441.81818181818,343319.0,175307.0,168012.0,7.017040252685547
121,1183912.5454545454,1266494.0,1078060.0,188434.0,19.039722442626953
122,172483.54545454544,202323.0,141055.0,-25818.0,1.5984992980957031
123,700113.0,751538.0,653839.0,731.0,8.285877227783203
124,104601.81818181818,115735.0,94002.0,-5694.0,1.8330574035644531
125,805084.0,865410.0,702353.0,-3289.0,9.164421081542969
126,205618.63636363635,363086.0,89592.0,273494.0,7.3108062744140625
127,510136.9090909091,556849.0,470515.0,72020.0,9.365581512451172
128,906897.3636363636,947208.0,801545.0,-145663.0,11.317276000976562
129,312954.45454545453,351569.0,270472.0,76878.0,4.575523376464844
130,501886.8181818182,533819.0,460509.0,-4978.0,6.031948089599609
131,299686.7272727273,386830.0,101702.0,252263.0,5.932445526123047
132,138843.72727272726,212273.0,100909.0,-111364.0,1.5315589904785156
133,1190770.9090909092,1222453.0,1164725.0,11936.0,18.549156188964844
134,131500.45454545456,159639.0,78843.0,80796.0,2.246234893798828
135,601848.9090909091,649216.0,564314.0,733.0,6.472026824951172
136,285501.45454545453,316790.0,240203.0,76587.0,3.82879638671875
137,321022.63636363635,389126.0,213099.0,176027.0,7.607879638671875
138,209898.54545454544,236198.0,176878.0,-54498.0,1.3914260864257812
139,728971.0,883751.0,282745.0,27602.0,8.387313842773438
140,247714.63636363635,334868.0,166636.0,168232.0,6.023948669433594
141,448766.0,737251.0,137309.0,591051.0,11.570941925048828
142,955810.7272727273,1110876.0,714086.0,-396790.0,8.233997344970703
143,391793.36363636365,498751.0,267832.0,138406.0,9.779769897460938
144,379673.36363636365,406843.0,338271.0,54249.0,6.341823577880859
145,219569.45454545456,289305.0,116816.0,160918.0,3.670185089111328
146,298399.7272727273,426831.0,178282.0,248549.0,8.25259017944336
147,781737.7272727273,1169199.0,275129.0,505304.0,22.003543853759766
148,273129.63636363635,288737.0,238052.0,41811.0,6.440731048583984
149,484784.0,552988.0,427687.0,125301.0,11.022705078125
150,344343.63636363635,375896.0,303300.0,34497.0,3.6799468994140625
151,543524.3636363636,638357.0,343434.0,276081.0,8.732666015625
152,284485.0,420071.0,33287.0,-34712.0,6.628780364990234
153,245782.45454545456,273928.0,200896.0,72050.0,4.6710205078125
154,429877.2727272727,458364.0,406857.0,881.0,4.108734130859375
155,639387.0,705915.0,597622.0,-77733.0,9.6575927734375
156,615557.3636363636,706015.0,574645.0,119935.0,13.945625305175781
157,203045.54545454544,228833.0,164306.0,-60821.0,2.1217613220214844
158,307307.45454545453,356688.0,251774.0,43086.0,4.0181427001953125
159,855702.9090909091,897387.0,777757.0,-119630.0,10.423446655273438
160,393364.0909090909,534529.0,281697.0,252832.0,9.178070068359375
161,58365.818181818184,88046.0,25379.0,55033.0,1.8796920776367188
162,978877.5454545454,1057968.0,446665.0,-79308.0,11.042778015136719
163,736717.5454545454,1121026.0,544891.0,576135.0,6.897239685058594
164,140873.0,249813.0,2403.0,48795.0,1.6117591857910156
165,765028.7272727273,842481.0,632396.0,205867.0,13.056148529052734
166,1447239.2727272727,1504318.0,1397162.0,-97920.0,20.468067169189453
167,194358.18181818182,310516.0,141078.0,-152320.0,3.8544769287109375
168,670799.6363636364,805616.0,560712.0,244904.0,14.156005859375
169,158377.9090909091,224157.0,107380.0,112614.0,3.9921875
170,211656.45454545456,267553.0,135406.0,129778.0,6.206756591796875
171,384557.54545454547,490839.0,340616.0,92211.0,8.68539047241211
172,298498.8181818182,323578.0,246740.0,21836.0,4.1282501220703125
173,169844.72727272726,176382.0,161621.0,-11090.0,6.333126068115234
174,746612.3636363636,794904.0,708514.0,-43257.0,12.526237487792969
175,664823.4545454546,693253.0,638529.0,13855.0,8.798892974853516
176,623187.0909090909,678212.0,566699.0,-10271.0,6.870540618896484
177,763531.8181818182,830312.0,705066.0,-125246.0,9.614063262939453
178,231529.9090909091,280581.0,661.0,291.0,4.9824676513671875
179,389678.9090909091,437718.0,358199.0,73142.0,6.7052001953125
180,929686.0909090909,1065466.0,757782.0,307684.0,16.059486389160156
181,1414925.1818181819,1444289.0,1377652.0,-66637.0,19.612560272216797
182,1195198.4545454546,1246602.0,1155064.0,-38025.0,15.883476257324219
183,378638.63636363635,454444.0,46655.0,-389795.0,8.45809555053711
184,674912.7272727273,811978.0,578671.0,233307.0,14.775325775146484
185,783691.1818181818,828341.0,746253.0,3473.0,8.530284881591797
186,344620.54545454547,377408.0,308539.0,-60348.0,5.634479522705078
187,542755.5454545454,578932.0,525643.0,-50412.0,8.421768188476562
188,242899.0909090909,296975.0,135921.0,124795.0,3.594196319580078
189,89345.63636363637,150636.0,40097.0,76849.0,3.077465057373047
190,93407.45454545454,114102.0,76005.0,19835.0,1.7514724731445312
191,602837.4545454546,652362.0,492798.0,108468.0,10.381526947021484
192,1192957.8181818181,1278371.0,1110766.0,112306.0,16.762420654296875
193,290127.0,321006.0,209088.0,7546.0,2.272930145263672
194,191910.0,277070.0,131849.0,-91145.0,3.136463165283203
195,671569.5454545454,707829.0,545260.0,-118888.0,9.601947784423828
196,216904.81818181818,237144.0,190697.0,46309.0,2.4704551696777344
197,536865.8181818182,562418.0,510497.0,-6231.0,10.27398681640625
198,595485.0909090909,680203.0,507903.0,172300.0,11.857589721679688
199,928289.7272727273,1017708.0,835159.0,182549.0,14.690879821777344
200,566252.7272727273,634692.0,515569.0,119123.0,10.82474136352539
201,104168.09090909091,133402.0,63632.0,69770.0,4.712421417236328
202,437354.63636363635,514520.0,382089.0,120304.0,7.068630218505859
203,856164.4545454546,905104.0,819755.0,-888.0,13.164566040039062
204,501676.7272727273,547237.0,300536.0,-9893.0,7.995296478271484
205,409507.8181818182,439707.0,374843.0,15717.0,6.290496826171875
206,840324.6363636364,886474.0,732362.0,137720.0,13.110076904296875
207,849844.6363636364,948680.0,747310.0,161693.0,11.845050811767578
208,189632.36363636365,221136.0,155068.0,65421.0,4.5920562744140625
209,203562.45454545456,215664.0,189775.0,-11503.0,5.164997100830078
210,200808.9090909091,237372.0,182998.0,49541.0,5.016513824462891
211,465840.45454545453,492111.0,427252.0,-36979.0,3.725910186767578
212,330364.1818181818,369472.0,270804.0,47311.0,5.099773406982422
213,331662.2727272727,349148.0,303263.0,-25241.0,4.678462982177734
214,183647.54545454544,256239.0,144775.0,81326.0,6.0579986572265625
215,1007450.0,1046049.0,921332.0,120568.0,14.615840911865234
216,879731.6363636364,1090500.0,593459.0,440436.0,14.03579330444336
217,481476.63636363635,661830.0,330370.0,331460.0,11.987079620361328
218,658295.2727272727,683430.0,628816.0,-9725.0,9.215728759765625
219,524396.3636363636,608615.0,474382.0,120936.0,10.254524230957031
220,269370.36363636365,317119.0,4830.0,300070.0,4.483753204345703
221,383024.8181818182,457826.0,253333.0,120632.0,7.452545166015625
222,568548.8181818182,639234.0,503019.0,131316.0,9.128887176513672
223,184152.27272727274,242243.0,142249.0,71997.0,2.883647918701172
224,356190.54545454547,436512.0,303761.0,132751.0,6.999423980712891
225,504332.0909090909,513684.0,484037.0,22846.0,6.280372619628906
226,457317.9090909091,524551.0,353792.0,-170759.0,5.414649963378906
227,722984.0,769184.0,660307.0,92693.0,10.111618041992188
228,325503.8181818182,379134.0,271081.0,108053.0,7.770534515380859
229,973449.8181818182,1000169.0,943278.0,-12373.0,12.217437744140625
230,492000.7272727273,693409.0,386140.0,307269.0,11.808509826660156
231,273398.0,386693.0,54791.0,-93458.0,4.012439727783203
232,246619.54545454544,306055.0,0.0,-20855.0,2.503917694091797
233,226172.9090909091,362758.0,110141.0,252617.0,7.597423553466797
234,295436.0909090909,310573.0,282546.0,26782.0,4.550960540771484
235,250067.18181818182,348112.0,106260.0,241852.0,8.258052825927734
236,416958.2727272727,443211.0,403877.0,-28429.0,7.115650177001953
237,859748.8181818182,897668.0,808469.0,-72102.0,11.002117156982422
238,234121.54545454544,250234.0,217687.0,-27168.0,3.76202392578125
239,525193.7272727273,685930.0,440725.0,245205.0,12.115158081054688
240,140640.0,165270.0,64511.0,-28234.0,3.067829132080078
241,283090.45454545453,313075.0,247629.0,-58414.0,3.9217376708984375
242,216869.54545454544,250424.0,81996.0,-111423.0,2.2962379455566406
243,432581.7272727273,564901.0,356333.0,202794.0,12.06424331665039
244,357203.0,371582.0,332929.0,-14151.0,3.8815765380859375
245,177645.36363636365,195347.0,133061.0,62286.0,4.1855621337890625
246,309719.8181818182,362735.0,258849.0,103886.0,6.756694793701172
247,554983.7272727273,632350.0,504733.0,25733.0,12.925334930419922
248,652482.4545454546,806566.0,482008.0,324558.0,14.169593811035156
249,408157.63636363635,536313.0,316441.0,215910.0,10.280517578125
250,575245.2727272727,596019.0,546497.0,-49522.0,6.149242401123047
251,1028001.9090909091,1063614.0,988526.0,-44945.0,16.806991577148438
252,1036434.1818181818,1092366.0,940945.0,100431.0,11.627937316894531
253,1275843.6363636365,1324369.0,1158926.0,-141564.0,14.511249542236328
254,1494120.7272727273,1598452.0,1095668.0,-187787.0,16.930103302001953
255,128908.18181818182,188196.0,0.0,74799.0,1.8037261962890625
256,224037.72727272726,416520.0,21615.0,394905.0,9.0411376953125
257,534717.0909090909,618101.0,467074.0,151027.0,10.12130355834961
258,721955.5454545454,787044.0,637241.0,140895.0,11.224544525146484
259,647796.1818181818,794268.0,588867.0,-205401.0,7.906841278076172
260,196537.81818181818,210834.0,162088.0,37801.0,3.3134307861328125
261,554940.9090909091,673490.0,0.0,673490.0,11.943733215332031
262,447349.7272727273,505190.0,378763.0,-126427.0,3.070812225341797
263,168149.36363636365,222604.0,120142.0,78885.0,2.0660171508789062
264,668168.4545454546,799758.0,578594.0,-221164.0,7.107879638671875
265,539217.6363636364,594339.0,472562.0,-87964.0,3.7809982299804688
266,387678.0909090909,456822.0,347285.0,-72658.0,7.764411926269531
267,760321.0909090909,825436.0,634666.0,188296.0,9.74395751953125
268,589404.2727272727,758408.0,515295.0,222374.0,13.494369506835938
269,623730.4545454546,756813.0,424100.0,-332713.0,3.163166046142578
270,115098.81818181818,170398.0,60555.0,96543.0,0.8573799133300781
271,315622.0909090909,388066.0,287637.0,100429.0,6.529071807861328
272,676694.6363636364,922353.0,506877.0,-411260.0,6.676868438720703
273,1465188.5454545454,1550136.0,1381253.0,-168883.0,19.60443878173828
274,959857.7272727273,993394.0,917050.0,76344.0,15.436038970947266
275,775783.6363636364,831411.0,694788.0,136623.0,12.755878448486328
276,274010.1818181818,409031.0,2765.0,-113501.0,6.051013946533203
277,241927.36363636365,368340.0,7422.0,158934.0,7.405994415283203
278,733156.9090909091,878619.0,304782.0,-2716.0,10.74764633178711
279,261192.0,340234.0,14788.0,151269.0,5.265129089355469
280,841374.3636363636,912968.0,798455.0,-114513.0,11.407829284667969
281,780233.6363636364,947377.0,605580.0,341797.0,15.722953796386719
282,282778.9090909091,371898.0,202581.0,169317.0,6.571598052978516
283,350437.54545454547,388976.0,324069.0,35029.0,4.832042694091797
284,350986.1818181818,372298.0,320430.0,-39224.0,6.966533660888672
285,643595.1818181818,690680.0,535574.0,122056.0,9.3768310546875
286,666864.9090909091,714184.0,597204.0,19462.0,4.584934234619141
287,722999.0909090909,938885.0,588240.0,350645.0,16.268840789794922
288,287050.54545454547,315096.0,243744.0,-71352.0,2.7921066284179688
289,320880.54545454547,355006.0,282725.0,2687.0,2.720050811767578
290,439340.54545454547,549175.0,224059.0,229555.0,8.586475372314453
291,513949.9090909091,602536.0,359830.0,169618.0,11.032920837402344
292,1520476.4545454546,1570952.0,1477085.0,-24712.0,17.73711395263672
293,603671.5454545454,714954.0,477531.0,-229177.0,5.649997711181641
294,143006.0,178611.0,83699.0,-76015.0,3.4825515747070312
295,240274.72727272726,289764.0,210065.0,-61898.0,4.257240295410156
296,252878.45454545456,284671.0,229382.0,-55289.0,4.691257476806641
297,480657.7272727273,519666.0,444115.0,-13943.0,7.393520355224609
298,278374.7272727273,322790.0,210861.0,-62943.0,5.464199066162109
299,349739.0,538245.0,210571.0,266682.0,13.233940124511719
300,822837.0,893189.0,721671.0,-137529.0,9.033634185791016
301,529544.9090909091,727786.0,374984.0,352802.0,11.866458892822266
302,436254.7272727273,501445.0,380709.0,-62882.0,6.601219177246094
303,328510.7272727273,357656.0,290983.0,25546.0,3.077686309814453
304,246098.72727272726,329656.0,181913.0,-121253.0,3.4828224182128906
305,1012607.2727272727,1134345.0,492392.0,-495200.0,11.696014404296875
306,231920.27272727274,278825.0,189670.0,-89155.0,2.0077667236328125
307,411902.36363636365,441218.0,389765.0,39574.0,5.765590667724609
308,68278.45454545454,211658.0,0.0,201612.0,1.7294197082519531
309,154994.0909090909,222995.0,11773.0,-33249.0,2.697834014892578
310,155041.81818181818,269798.0,56205.0,213593.0,7.107646942138672
311,208829.0,313582.0,117973.0,195609.0,5.6123199462890625
312,379712.1818181818,441578.0,339905.0,-101673.0,5.347965240478516
313,1074071.0,1371766.0,18709.0,-289762.0,16.45370864868164
314,268911.63636363635,293298.0,211851.0,374.0,5.976116180419922
315,836515.6363636364,1020035.0,628443.0,391592.0,17.780071258544922
316,552358.1818181818,588802.0,493867.0,-34605.0,6.186309814453125
317,679305.2727272727,775160.0,635855.0,115426.0,12.518180847167969
318,473202.54545454547,517333.0,421765.0,-79590.0,4.438442230224609
319,735049.8181818182,823501.0,611062.0,-201465.0,8.255180358886719
320,1074542.1818181819,1112995.0,1025847.0,42331.0,17.263851165771484
321,276763.36363636365,442004.0,191565.0,229032.0,8.041908264160156
322,363935.1818181818,459673.0,295178.0,-163960.0,4.262031555175781
323,719494.6363636364,846637.0,131032.0,-276008.0,11.460193634033203
324,411425.0909090909,534070.0,311960.0,222110.0,10.617618560791016
325,503747.2727272727,556890.0,458876.0,98014.0,8.473304748535156
326,213664.27272727274,297723.0,17484.0,45811.0,3.9456939697265625
327,410565.63636363635,540083.0,344964.0,192778.0,10.126319885253906
328,473823.7272727273,533958.0,374440.0,117028.0,6.15093994140625
329,501947.8181818182,673863.0,308676.0,365187.0,9.662681579589844
330,788894.2727272727,835354.0,728086.0,20886.0,10.011131286621094
331,1508688.9090909092,1646648.0,1380729.0,-255006.0,19.651504516601562
332,766008.1818181818,824202.0,714094.0,-110108.0,9.743953704833984
333,1030089.7272727273,1087114.0,974206.0,15275.0,12.933387756347656
334,636794.1818181818,713984.0,579558.0,-28863.0,11.469310760498047
335,555535.8181818182,602900.0,490929.0,111971.0,9.983749389648438
336,309962.2727272727,342213.0,227473.0,-106938.0,3.6134986877441406
337,208166.72727272726,229000.0,189632.0,-10095.0,3.6285781860351562
338,159367.81818181818,172974.0,150792.0,-3834.0,2.3887405395507812
339,582973.0909090909,820175.0,210905.0,609270.0,13.251514434814453
340,188889.9090909091,316448.0,19576.0,207945.0,4.516490936279297
341,363067.36363636365,378609.0,341791.0,-26587.0,4.515888214111328
342,505944.0,626327.0,49806.0,-515612.0,3.643848419189453
343,1315170.0,1361646.0,1200567.0,147814.0,22.59189224243164
344,449534.0909090909,497649.0,403386.0,94263.0,7.7605743408203125
345,1385237.5454545454,1492310.0,1181862.0,82865.0,24.858612060546875
346,444422.54545454547,691972.0,235598.0,456374.0,14.09823226928711
347,599991.1818181818,713361.0,462824.0,196559.0,8.891807556152344
348,200196.54545454544,223429.0,148621.0,74217.0,2.833293914794922
349,159274.0,179753.0,133077.0,30362.0,1.5251922607421875
350,670786.2727272727,784506.0,558434.0,226072.0,12.51959228515625
351,827621.2727272727,841877.0,806921.0,-34956.0,12.655406951904297
352,1152688.0909090908,1211062.0,1079452.0,-116562.0,13.594696044921875
353,375565.2727272727,418306.0,323308.0,94998.0,8.563518524169922
354,253092.81818181818,333594.0,193199.0,130437.0,5.151508331298828
355,130358.54545454546,151508.0,101303.0,44557.0,4.033283233642578
356,115460.18181818182,131185.0,106720.0,-24465.0,0.9803581237792969
357,145934.72727272726,185459.0,85865.0,94423.0,3.3944740295410156
358,425485.0909090909,546384.0,375112.0,145044.0,9.851249694824219
359,990794.8181818182,1134948.0,832126.0,78477.0,17.153247833251953
360,1076158.7272727273,1179287.0,955914.0,-210192.0,13.306041717529297
361,164656.27272727274,171936.0,152253.0,10467.0,2.3402061462402344
362,1552383.0909090908,1607007.0,1390249.0,216758.0,25.64862060546875
363,138261.36363636365,151533.0,127961.0,20766.0,1.6024627685546875
364,77700.54545454546,136313.0,21654.0,114659.0,2.4190292358398438
365,480546.54545454547,585623.0,0.0,66183.0,7.8632049560546875
366,83928.45454545454,137750.0,0.0,-103579.0,3.1163291931152344
367,490257.8181818182,590376.0,374755.0,215621.0,9.396907806396484
368,36637.90909090909,65465.0,11554.0,53911.0,1.4706611633300781
369,108769.90909090909,175440.0,71065.0,100603.0,3.789295196533203
370,552220.7272727273,575071.0,518049.0,11886.0,7.65814208984375
371,437115.0,527877.0,0.0,118066.0,6.247669219970703
372,142017.72727272726,218611.0,2661.0,-74319.0,2.1253013610839844
373,145039.9090909091,208151.0,67743.0,129626.0,3.066650390625
374,166578.9090909091,208091.0,0.0,6247.0,1.6855621337890625
375,246557.63636363635,257188.0,233997.0,-8431.0,2.7985763549804688
376,660559.7272727273,747902.0,579679.0,127722.0,9.885040283203125
377,696985.0909090909,924463.0,162737.0,121705.0,11.349761962890625
378,198828.27272727274,255728.0,169095.0,86633.0,4.081836700439453
379,626613.0909090909,697783.0,552689.0,114590.0,8.466670989990234
380,647209.9090909091,716658.0,580088.0,127327.0,13.217643737792969
381,336956.2727272727,482571.0,188644.0,282847.0,7.374584197998047
382,910271.7272727273,1055937.0,782204.0,273733.0,19.070770263671875
383,793444.3636363636,852562.0,677861.0,53829.0,9.85455322265625
384,736178.1818181818,997128.0,492030.0,505098.0,14.637630462646484
385,1602361.0,1650445.0,1564339.0,-15249.0,23.760860443115234
386,221481.63636363635,367832.0,158326.0,207733.0,7.165401458740234
387,913058.0909090909,1119177.0,770986.0,343893.0,16.698429107666016
388,676925.5454545454,722666.0,612138.0,28082.0,5.8829803466796875
389,554508.2727272727,643449.0,340765.0,-112838.0,5.1112060546875
390,747970.0,846486.0,620029.0,-71444.0,7.935665130615234
391,440291.8181818182,545820.0,156255.0,148432.0,7.674907684326172
392,586586.4545454546,686551.0,421587.0,-152323.0,6.158267974853516
393,344910.0,495056.0,281731.0,13885.0,3.8366622924804688
394,293497.54545454547,366979.0,128297.0,-130482.0,4.104793548583984
395,1272664.2727272727,1444728.0,1150656.0,-265490.0,17.78676986694336
396,708192.7272727273,744843.0,662420.0,74737.0,10.612800598144531
397,1523955.5454545454,1686503.0,1316519.0,369984.0,24.451744079589844
398,444622.36363636365,498374.0,381897.0,-14227.0,6.6407928466796875
399,781899.1818181818,1004230.0,590422.0,413808.0,14.33575439453125
400,570856.0909090909,594689.0,549894.0,-22737.0,6.788848876953125
401,596181.3636363636,822420.0,381302.0,441118.0,16.89049530029297
402,689272.8181818182,753242.0,610482.0,142760.0,10.935661315917969
403,1139828.0,1222356.0,974643.0,-247713.0,12.68410873413086
404,578278.5454545454,626777.0,482009.0,104879.0,9.793926239013672
405,500371.8181818182,638480.0,0.0,146737.0,9.9959716796875
406,378301.8181818182,400164.0,354725.0,-14802.0,7.352268218994141
407,1212104.0909090908,1269825.0,1116473.0,-102780.0,11.467029571533203
408,438935.54545454547,571872.0,400793.0,171079.0,8.713874816894531
409,1342695.8181818181,1472495.0,1159387.0,-299508.0,16.867420196533203
410,415047.63636363635,531041.0,285187.0,244165.0,8.961605072021484
411,234116.36363636365,261956.0,199573.0,-3361.0,2.2525863647460938
412,507143.63636363635,675177.0,349953.0,-325224.0,3.6848106384277344
413,250500.27272727274,264267.0,234125.0,-22322.0,1.8557586669921875
